attack_id,attacktype1,attacktype1_txt,targtype1,targtype1_txt,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt
962,8,Unarmed Assault,1,Business,7,Fake Weapons,,Unknown
963,1,Assassination,3,Police,6,Explosives,29.0,Sticky Bomb
964,7,Facility/Infrastructure Attack,19,Transportation,9,Melee,21.0,Blunt Object
965,1,Assassination,15,Religious Figures/Institutions,6,Explosives,15.0,Vehicle
966,1,Assassination,10,Journalists & Media,9,Melee,24.0,Rope or Other Strangling Device
967,8,Unarmed Assault,19,Transportation,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,Unknown
968,1,Assassination,22,Violent Political Party,2,Chemical,1.0,Poisoning
969,4,Hijacking,19,Transportation,6,Explosives,16.0,Unknown Explosive Type
970,7,Facility/Infrastructure Attack,6,Airports & Aircraft,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
971,2,Armed Assault,9,Food or Water Supply,8,Incendiary,,Unknown
972,2,Armed Assault,18,Tourists,8,Incendiary,,Unknown
973,6,Hostage Taking (Kidnapping),6,Airports & Aircraft,5,Firearms,3.0,Handgun
974,6,Hostage Taking (Kidnapping),18,Tourists,5,Firearms,3.0,Handgun
975,1,Assassination,11,Maritime,9,Melee,23.0,Knife or Other Sharp Object
976,3,Bombing/Explosion,22,Violent Political Party,2,Chemical,,Unknown
977,6,Hostage Taking (Kidnapping),17,Terrorists/Non-State Militia,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
978,3,Bombing/Explosion,16,Telecommunication,6,Explosives,15.0,Vehicle
979,1,Assassination,1,Business,6,Explosives,12.0,Remote Trigger
980,2,Armed Assault,12,NGO,9,Melee,23.0,Knife or Other Sharp Object
981,3,Bombing/Explosion,12,NGO,6,Explosives,7.0,Grenade
982,1,Assassination,1,Business,6,Explosives,29.0,Sticky Bomb
983,1,Assassination,18,Tourists,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
984,1,Assassination,19,Transportation,9,Melee,23.0,Knife or Other Sharp Object
985,6,Hostage Taking (Kidnapping),17,Terrorists/Non-State Militia,5,Firearms,3.0,Handgun
986,1,Assassination,3,Police,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb
987,3,Bombing/Explosion,15,Religious Figures/Institutions,6,Explosives,9.0,Letter Bomb
988,6,Hostage Taking (Kidnapping),12,NGO,5,Firearms,4.0,Rifle/Shotgun (non-automatic)
989,3,Bombing/Explosion,18,Tourists,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
990,8,Unarmed Assault,4,Military,2,Chemical,,Unknown
991,1,Assassination,18,Tourists,9,Melee,23.0,Knife or Other Sharp Object
992,6,Hostage Taking (Kidnapping),2,Government (General),9,Melee,24.0,Rope or Other Strangling Device
993,6,Hostage Taking (Kidnapping),20,Unknown,5,Firearms,3.0,Handgun
994,5,Hostage Taking (Barricade Incident),11,Maritime,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
995,1,Assassination,13,Other,5,Firearms,3.0,Handgun
996,2,Armed Assault,21,Utilities,8,Incendiary,,Unknown
997,8,Unarmed Assault,4,Military,1,Biological,,Unknown
998,8,Unarmed Assault,6,Airports & Aircraft,1,Biological,,Unknown
999,8,Unarmed Assault,22,Violent Political Party,2,Chemical,,Unknown
1000,1,Assassination,3,Police,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,Unknown
1001,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,5,Firearms,3.0,Handgun
1002,4,Hijacking,14,Private Citizens & Property,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
1003,3,Bombing/Explosion,2,Government (General),5,Firearms,3.0,Handgun
1004,3,Bombing/Explosion,15,Religious Figures/Institutions,5,Firearms,3.0,Handgun
1005,6,Hostage Taking (Kidnapping),4,Military,6,Explosives,15.0,Vehicle
1006,3,Bombing/Explosion,4,Military,6,Explosives,13.0,Suicide (carried bodily by human being)
1007,2,Armed Assault,2,Government (General),6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1008,5,Hostage Taking (Barricade Incident),15,Religious Figures/Institutions,8,Incendiary,,Unknown
1009,6,Hostage Taking (Kidnapping),15,Religious Figures/Institutions,6,Explosives,16.0,Unknown Explosive Type
1010,8,Unarmed Assault,7,Government (Diplomatic),9,Melee,21.0,Blunt Object
1011,1,Assassination,4,Military,6,Explosives,31.0,Pipe Bomb
1012,1,Assassination,2,Government (General),6,Explosives,12.0,Remote Trigger
1013,3,Bombing/Explosion,6,Airports & Aircraft,6,Explosives,17.0,Other Explosive Type
1014,6,Hostage Taking (Kidnapping),3,Police,6,Explosives,16.0,Unknown Explosive Type
1015,3,Bombing/Explosion,21,Utilities,6,Explosives,17.0,Other Explosive Type
1016,4,Hijacking,3,Police,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
1017,4,Hijacking,7,Government (Diplomatic),5,Firearms,2.0,Automatic or Semi-Automatic Rifle
1018,1,Assassination,2,Government (General),6,Explosives,13.0,Suicide (carried bodily by human being)
1019,1,Assassination,1,Business,9,Melee,21.0,Blunt Object
1020,2,Armed Assault,17,Terrorists/Non-State Militia,5,Firearms,3.0,Handgun
1021,7,Facility/Infrastructure Attack,2,Government (General),12,Other,,Unknown
1022,1,Assassination,2,Government (General),9,Melee,21.0,Blunt Object
1023,1,Assassination,16,Telecommunication,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
1024,3,Bombing/Explosion,7,Government (Diplomatic),12,Other,,Unknown
1025,7,Facility/Infrastructure Attack,7,Government (Diplomatic),9,Melee,21.0,Blunt Object
1026,4,Hijacking,14,Private Citizens & Property,5,Firearms,3.0,Handgun
1027,7,Facility/Infrastructure Attack,7,Government (Diplomatic),10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,Unknown
1028,1,Assassination,14,Private Citizens & Property,2,Chemical,,Unknown
1029,8,Unarmed Assault,3,Police,2,Chemical,,Unknown
1030,2,Armed Assault,10,Journalists & Media,9,Melee,23.0,Knife or Other Sharp Object
1031,1,Assassination,2,Government (General),2,Chemical,,Unknown
1032,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,12,Other,,Unknown
1033,2,Armed Assault,2,Government (General),6,Explosives,7.0,Grenade
1034,5,Hostage Taking (Barricade Incident),7,Government (Diplomatic),9,Melee,23.0,Knife or Other Sharp Object
1035,7,Facility/Infrastructure Attack,5,Abortion Related,9,Melee,27.0,Unknown Weapon Type
1036,6,Hostage Taking (Kidnapping),4,Military,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1037,3,Bombing/Explosion,22,Violent Political Party,6,Explosives,8.0,Landmine
1038,1,Assassination,8,Educational Institution,6,Explosives,15.0,Vehicle
1039,8,Unarmed Assault,4,Military,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,Unknown
1040,4,Hijacking,4,Military,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
1041,7,Facility/Infrastructure Attack,14,Private Citizens & Property,5,Firearms,3.0,Handgun
1042,1,Assassination,18,Tourists,13,Unknown,,Unknown
1043,3,Bombing/Explosion,20,Unknown,6,Explosives,7.0,Grenade
1044,1,Assassination,22,Violent Political Party,8,Incendiary,,Unknown
1045,1,Assassination,14,Private Citizens & Property,9,Melee,26.0,Suffocation
1046,6,Hostage Taking (Kidnapping),22,Violent Political Party,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
1047,1,Assassination,17,Terrorists/Non-State Militia,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1048,2,Armed Assault,5,Abortion Related,5,Firearms,4.0,Rifle/Shotgun (non-automatic)
1049,4,Hijacking,14,Private Citizens & Property,9,Melee,21.0,Blunt Object
1050,1,Assassination,5,Abortion Related,5,Firearms,5.0,Unknown Gun Type
1051,1,Assassination,3,Police,6,Explosives,17.0,Other Explosive Type
1052,6,Hostage Taking (Kidnapping),7,Government (Diplomatic),6,Explosives,31.0,Pipe Bomb
1053,1,Assassination,19,Transportation,9,Melee,21.0,Blunt Object
1054,2,Armed Assault,4,Military,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1055,1,Assassination,6,Airports & Aircraft,9,Melee,24.0,Rope or Other Strangling Device
1056,7,Facility/Infrastructure Attack,4,Military,9,Melee,23.0,Knife or Other Sharp Object
1057,1,Assassination,1,Business,9,Melee,24.0,Rope or Other Strangling Device
1058,1,Assassination,19,Transportation,6,Explosives,9.0,Letter Bomb
1059,3,Bombing/Explosion,16,Telecommunication,6,Explosives,17.0,Other Explosive Type
1060,2,Armed Assault,22,Violent Political Party,8,Incendiary,,Unknown
1061,1,Assassination,4,Military,8,Incendiary,18.0,Arson/Fire
1062,1,Assassination,4,Military,12,Other,,Unknown
1063,7,Facility/Infrastructure Attack,3,Police,5,Firearms,3.0,Handgun
1064,1,Assassination,19,Transportation,9,Melee,22.0,"Hands, Feet, Fists"
1065,7,Facility/Infrastructure Attack,7,Government (Diplomatic),9,Melee,23.0,Knife or Other Sharp Object
1066,1,Assassination,22,Violent Political Party,9,Melee,26.0,Suffocation
1067,8,Unarmed Assault,6,Airports & Aircraft,9,Melee,21.0,Blunt Object
1068,8,Unarmed Assault,1,Business,9,Melee,21.0,Blunt Object
1069,5,Hostage Taking (Barricade Incident),21,Utilities,13,Unknown,,Unknown
1070,7,Facility/Infrastructure Attack,1,Business,9,Melee,21.0,Blunt Object
1071,8,Unarmed Assault,4,Military,2,Chemical,1.0,Poisoning
1072,4,Hijacking,6,Airports & Aircraft,9,Melee,22.0,"Hands, Feet, Fists"
1073,2,Armed Assault,2,Government (General),2,Chemical,,Unknown
1074,1,Assassination,4,Military,2,Chemical,,Unknown
1075,1,Assassination,12,NGO,9,Melee,21.0,Blunt Object
1076,4,Hijacking,9,Food or Water Supply,5,Firearms,3.0,Handgun
1077,5,Hostage Taking (Barricade Incident),7,Government (Diplomatic),6,Explosives,7.0,Grenade
1078,3,Bombing/Explosion,8,Educational Institution,8,Incendiary,,Unknown
1079,7,Facility/Infrastructure Attack,12,NGO,12,Other,,Unknown
1080,4,Hijacking,12,NGO,5,Firearms,3.0,Handgun
1081,1,Assassination,2,Government (General),9,Melee,22.0,"Hands, Feet, Fists"
1082,2,Armed Assault,11,Maritime,9,Melee,23.0,Knife or Other Sharp Object
1083,1,Assassination,22,Violent Political Party,9,Melee,24.0,Rope or Other Strangling Device
1084,1,Assassination,14,Private Citizens & Property,8,Incendiary,18.0,Arson/Fire
1085,4,Hijacking,11,Maritime,5,Firearms,3.0,Handgun
1086,6,Hostage Taking (Kidnapping),9,Food or Water Supply,5,Firearms,3.0,Handgun
1087,8,Unarmed Assault,15,Religious Figures/Institutions,2,Chemical,,Unknown
1088,7,Facility/Infrastructure Attack,3,Police,9,Melee,21.0,Blunt Object
1089,8,Unarmed Assault,2,Government (General),9,Melee,22.0,"Hands, Feet, Fists"
1090,6,Hostage Taking (Kidnapping),2,Government (General),6,Explosives,16.0,Unknown Explosive Type
1091,2,Armed Assault,6,Airports & Aircraft,5,Firearms,3.0,Handgun
1092,1,Assassination,4,Military,9,Melee,21.0,Blunt Object
1093,1,Assassination,1,Business,8,Incendiary,20.0,Gasoline or Alcohol
1094,3,Bombing/Explosion,12,NGO,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
1095,7,Facility/Infrastructure Attack,3,Police,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,Unknown
1096,7,Facility/Infrastructure Attack,4,Military,9,Melee,21.0,Blunt Object
1097,1,Assassination,3,Police,9,Melee,22.0,"Hands, Feet, Fists"
1098,3,Bombing/Explosion,20,Unknown,8,Incendiary,,Unknown
1099,2,Armed Assault,18,Tourists,9,Melee,21.0,Blunt Object
1100,8,Unarmed Assault,18,Tourists,9,Melee,21.0,Blunt Object
1101,1,Assassination,19,Transportation,8,Incendiary,,Unknown
1102,1,Assassination,7,Government (Diplomatic),6,Explosives,28.0,Dynamite/TNT
1103,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,9,Melee,21.0,Blunt Object
1104,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,,Unknown
1105,3,Bombing/Explosion,1,Business,9,Melee,21.0,Blunt Object
1106,8,Unarmed Assault,12,NGO,2,Chemical,1.0,Poisoning
1107,2,Armed Assault,15,Religious Figures/Institutions,6,Explosives,7.0,Grenade
1108,5,Hostage Taking (Barricade Incident),4,Military,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1109,6,Hostage Taking (Kidnapping),2,Government (General),9,Melee,23.0,Knife or Other Sharp Object
1110,1,Assassination,5,Abortion Related,5,Firearms,3.0,Handgun
1111,2,Armed Assault,18,Tourists,9,Melee,23.0,Knife or Other Sharp Object
1112,1,Assassination,21,Utilities,5,Firearms,3.0,Handgun
1113,1,Assassination,14,Private Citizens & Property,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,Unknown
1114,2,Armed Assault,3,Police,12,Other,,Unknown
1115,3,Bombing/Explosion,19,Transportation,6,Explosives,13.0,Suicide (carried bodily by human being)
1116,3,Bombing/Explosion,10,Journalists & Media,6,Explosives,8.0,Landmine
1117,6,Hostage Taking (Kidnapping),15,Religious Figures/Institutions,5,Firearms,5.0,Unknown Gun Type
1118,4,Hijacking,7,Government (Diplomatic),5,Firearms,3.0,Handgun
1119,1,Assassination,18,Tourists,5,Firearms,4.0,Rifle/Shotgun (non-automatic)
1120,8,Unarmed Assault,22,Violent Political Party,9,Melee,21.0,Blunt Object
1121,3,Bombing/Explosion,18,Tourists,6,Explosives,28.0,Dynamite/TNT
1122,5,Hostage Taking (Barricade Incident),20,Unknown,13,Unknown,,Unknown
1123,1,Assassination,13,Other,5,Firearms,5.0,Unknown Gun Type
1124,4,Hijacking,9,Food or Water Supply,5,Firearms,5.0,Unknown Gun Type
1125,4,Hijacking,19,Transportation,5,Firearms,4.0,Rifle/Shotgun (non-automatic)
1126,1,Assassination,5,Abortion Related,5,Firearms,4.0,Rifle/Shotgun (non-automatic)
1127,4,Hijacking,11,Maritime,9,Melee,23.0,Knife or Other Sharp Object
1128,2,Armed Assault,11,Maritime,5,Firearms,5.0,Unknown Gun Type
1129,4,Hijacking,7,Government (Diplomatic),13,Unknown,,Unknown
1130,4,Hijacking,8,Educational Institution,5,Firearms,5.0,Unknown Gun Type
1131,3,Bombing/Explosion,22,Violent Political Party,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1132,7,Facility/Infrastructure Attack,12,NGO,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
1133,6,Hostage Taking (Kidnapping),18,Tourists,5,Firearms,5.0,Unknown Gun Type
1134,5,Hostage Taking (Barricade Incident),3,Police,2,Chemical,,Unknown
1135,2,Armed Assault,4,Military,2,Chemical,,Unknown
1136,8,Unarmed Assault,14,Private Citizens & Property,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,Unknown
1137,3,Bombing/Explosion,11,Maritime,6,Explosives,8.0,Landmine
1138,8,Unarmed Assault,2,Government (General),10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,Unknown
1139,1,Assassination,15,Religious Figures/Institutions,9,Melee,21.0,Blunt Object
1140,6,Hostage Taking (Kidnapping),8,Educational Institution,5,Firearms,5.0,Unknown Gun Type
1141,1,Assassination,22,Violent Political Party,6,Explosives,13.0,Suicide (carried bodily by human being)
1142,5,Hostage Taking (Barricade Incident),1,Business,6,Explosives,12.0,Remote Trigger
1143,2,Armed Assault,4,Military,6,Explosives,28.0,Dynamite/TNT
1144,1,Assassination,5,Abortion Related,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
1145,3,Bombing/Explosion,8,Educational Institution,8,Incendiary,20.0,Gasoline or Alcohol
1146,1,Assassination,13,Other,13,Unknown,,Unknown
1147,5,Hostage Taking (Barricade Incident),8,Educational Institution,5,Firearms,5.0,Unknown Gun Type
1148,7,Facility/Infrastructure Attack,5,Abortion Related,8,Incendiary,,Unknown
1149,1,Assassination,4,Military,2,Chemical,1.0,Poisoning
1150,7,Facility/Infrastructure Attack,7,Government (Diplomatic),8,Incendiary,20.0,Gasoline or Alcohol
1151,3,Bombing/Explosion,7,Government (Diplomatic),7,Fake Weapons,,Unknown
1152,2,Armed Assault,4,Military,8,Incendiary,18.0,Arson/Fire
1153,6,Hostage Taking (Kidnapping),17,Terrorists/Non-State Militia,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1154,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,12,Other,,Unknown
1155,4,Hijacking,1,Business,5,Firearms,5.0,Unknown Gun Type
1156,3,Bombing/Explosion,18,Tourists,7,Fake Weapons,,Unknown
1157,6,Hostage Taking (Kidnapping),1,Business,12,Other,,Unknown
1158,2,Armed Assault,8,Educational Institution,9,Melee,23.0,Knife or Other Sharp Object
1159,6,Hostage Taking (Kidnapping),12,NGO,5,Firearms,5.0,Unknown Gun Type
1160,7,Facility/Infrastructure Attack,8,Educational Institution,5,Firearms,5.0,Unknown Gun Type
1161,7,Facility/Infrastructure Attack,14,Private Citizens & Property,5,Firearms,5.0,Unknown Gun Type
1162,8,Unarmed Assault,5,Abortion Related,9,Melee,21.0,Blunt Object
1163,7,Facility/Infrastructure Attack,19,Transportation,7,Fake Weapons,,Unknown
1164,7,Facility/Infrastructure Attack,5,Abortion Related,9,Melee,21.0,Blunt Object
1165,8,Unarmed Assault,19,Transportation,2,Chemical,,Unknown
1166,4,Hijacking,11,Maritime,5,Firearms,5.0,Unknown Gun Type
1167,8,Unarmed Assault,15,Religious Figures/Institutions,9,Melee,21.0,Blunt Object
1168,5,Hostage Taking (Barricade Incident),14,Private Citizens & Property,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1169,2,Armed Assault,1,Business,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1170,3,Bombing/Explosion,18,Tourists,6,Explosives,15.0,Vehicle
1171,2,Armed Assault,5,Abortion Related,5,Firearms,5.0,Unknown Gun Type
1172,8,Unarmed Assault,20,Unknown,9,Melee,21.0,Blunt Object
1173,3,Bombing/Explosion,18,Tourists,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1174,4,Hijacking,19,Transportation,5,Firearms,5.0,Unknown Gun Type
1175,4,Hijacking,2,Government (General),8,Incendiary,,Unknown
1176,5,Hostage Taking (Barricade Incident),18,Tourists,13,Unknown,,Unknown
1177,2,Armed Assault,4,Military,6,Explosives,8.0,Landmine
1178,4,Hijacking,18,Tourists,13,Unknown,,Unknown
1179,1,Assassination,1,Business,2,Chemical,1.0,Poisoning
1180,3,Bombing/Explosion,20,Unknown,6,Explosives,13.0,Suicide (carried bodily by human being)
1181,6,Hostage Taking (Kidnapping),3,Police,9,Melee,23.0,Knife or Other Sharp Object
1182,7,Facility/Infrastructure Attack,17,Terrorists/Non-State Militia,8,Incendiary,20.0,Gasoline or Alcohol
1183,4,Hijacking,2,Government (General),13,Unknown,,Unknown
1184,7,Facility/Infrastructure Attack,3,Police,5,Firearms,5.0,Unknown Gun Type
1185,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,5,Firearms,5.0,Unknown Gun Type
1186,4,Hijacking,18,Tourists,5,Firearms,5.0,Unknown Gun Type
1187,3,Bombing/Explosion,21,Utilities,6,Explosives,13.0,Suicide (carried bodily by human being)
1188,2,Armed Assault,2,Government (General),8,Incendiary,18.0,Arson/Fire
1189,3,Bombing/Explosion,9,Food or Water Supply,6,Explosives,9.0,Letter Bomb
1190,1,Assassination,3,Police,6,Explosives,12.0,Remote Trigger
1191,1,Assassination,11,Maritime,13,Unknown,,Unknown
1192,3,Bombing/Explosion,10,Journalists & Media,6,Explosives,31.0,Pipe Bomb
1193,3,Bombing/Explosion,22,Violent Political Party,6,Explosives,9.0,Letter Bomb
1194,5,Hostage Taking (Barricade Incident),20,Unknown,5,Firearms,5.0,Unknown Gun Type
1195,4,Hijacking,20,Unknown,5,Firearms,5.0,Unknown Gun Type
1196,4,Hijacking,21,Utilities,5,Firearms,5.0,Unknown Gun Type
1197,5,Hostage Taking (Barricade Incident),17,Terrorists/Non-State Militia,13,Unknown,,Unknown
1198,2,Armed Assault,9,Food or Water Supply,5,Firearms,5.0,Unknown Gun Type
1199,6,Hostage Taking (Kidnapping),10,Journalists & Media,9,Melee,23.0,Knife or Other Sharp Object
1200,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,13.0,Suicide (carried bodily by human being)
1201,8,Unarmed Assault,8,Educational Institution,9,Melee,21.0,Blunt Object
1202,5,Hostage Taking (Barricade Incident),12,NGO,5,Firearms,5.0,Unknown Gun Type
1203,4,Hijacking,6,Airports & Aircraft,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb
1204,2,Armed Assault,1,Business,6,Explosives,31.0,Pipe Bomb
1205,3,Bombing/Explosion,20,Unknown,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1206,8,Unarmed Assault,7,Government (Diplomatic),10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,Unknown
1207,6,Hostage Taking (Kidnapping),2,Government (General),7,Fake Weapons,,Unknown
1208,3,Bombing/Explosion,20,Unknown,6,Explosives,9.0,Letter Bomb
1209,6,Hostage Taking (Kidnapping),20,Unknown,5,Firearms,5.0,Unknown Gun Type
1210,8,Unarmed Assault,12,NGO,9,Melee,21.0,Blunt Object
1211,8,Unarmed Assault,7,Government (Diplomatic),6,Explosives,17.0,Other Explosive Type
1212,6,Hostage Taking (Kidnapping),8,Educational Institution,6,Explosives,7.0,Grenade
1213,3,Bombing/Explosion,3,Police,6,Explosives,13.0,Suicide (carried bodily by human being)
1214,2,Armed Assault,7,Government (Diplomatic),8,Incendiary,20.0,Gasoline or Alcohol
1215,8,Unarmed Assault,22,Violent Political Party,9,Melee,22.0,"Hands, Feet, Fists"
1216,6,Hostage Taking (Kidnapping),1,Business,9,Melee,24.0,Rope or Other Strangling Device
1217,7,Facility/Infrastructure Attack,4,Military,5,Firearms,5.0,Unknown Gun Type
1218,1,Assassination,5,Abortion Related,9,Melee,23.0,Knife or Other Sharp Object
1219,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,6,Explosives,16.0,Unknown Explosive Type
1220,4,Hijacking,14,Private Citizens & Property,5,Firearms,5.0,Unknown Gun Type
1221,7,Facility/Infrastructure Attack,5,Abortion Related,5,Firearms,3.0,Handgun
1222,2,Armed Assault,15,Religious Figures/Institutions,5,Firearms,4.0,Rifle/Shotgun (non-automatic)
1223,3,Bombing/Explosion,15,Religious Figures/Institutions,6,Explosives,13.0,Suicide (carried bodily by human being)
1224,3,Bombing/Explosion,15,Religious Figures/Institutions,5,Firearms,4.0,Rifle/Shotgun (non-automatic)
1225,4,Hijacking,3,Police,6,Explosives,7.0,Grenade
1226,3,Bombing/Explosion,17,Terrorists/Non-State Militia,6,Explosives,9.0,Letter Bomb
1227,4,Hijacking,7,Government (Diplomatic),5,Firearms,5.0,Unknown Gun Type
1228,6,Hostage Taking (Kidnapping),22,Violent Political Party,8,Incendiary,,Unknown
1229,4,Hijacking,4,Military,5,Firearms,5.0,Unknown Gun Type
1230,4,Hijacking,2,Government (General),5,Firearms,5.0,Unknown Gun Type
1231,5,Hostage Taking (Barricade Incident),2,Government (General),9,Melee,23.0,Knife or Other Sharp Object
1232,3,Bombing/Explosion,20,Unknown,6,Explosives,31.0,Pipe Bomb
1233,4,Hijacking,2,Government (General),9,Melee,21.0,Blunt Object
1234,2,Armed Assault,20,Unknown,9,Melee,23.0,Knife or Other Sharp Object
1235,2,Armed Assault,13,Other,9,Melee,23.0,Knife or Other Sharp Object
1236,1,Assassination,1,Business,9,Melee,26.0,Suffocation
1237,6,Hostage Taking (Kidnapping),19,Transportation,8,Incendiary,,Unknown
1238,6,Hostage Taking (Kidnapping),7,Government (Diplomatic),6,Explosives,7.0,Grenade
1239,8,Unarmed Assault,19,Transportation,9,Melee,22.0,"Hands, Feet, Fists"
1240,2,Armed Assault,14,Private Citizens & Property,6,Explosives,14.0,Time Fuse
1241,3,Bombing/Explosion,19,Transportation,6,Explosives,10.0,Pressure Trigger
1242,7,Facility/Infrastructure Attack,14,Private Citizens & Property,7,Fake Weapons,,Unknown
1243,8,Unarmed Assault,2,Government (General),2,Chemical,1.0,Poisoning
1244,3,Bombing/Explosion,19,Transportation,6,Explosives,12.0,Remote Trigger
1245,3,Bombing/Explosion,7,Government (Diplomatic),6,Explosives,12.0,Remote Trigger
1246,3,Bombing/Explosion,7,Government (Diplomatic),8,Incendiary,20.0,Gasoline or Alcohol
1247,3,Bombing/Explosion,2,Government (General),6,Explosives,12.0,Remote Trigger
1248,3,Bombing/Explosion,7,Government (Diplomatic),8,Incendiary,18.0,Arson/Fire
1249,3,Bombing/Explosion,17,Terrorists/Non-State Militia,6,Explosives,13.0,Suicide (carried bodily by human being)
1250,3,Bombing/Explosion,1,Business,8,Incendiary,20.0,Gasoline or Alcohol
1251,3,Bombing/Explosion,3,Police,6,Explosives,10.0,Pressure Trigger
1252,3,Bombing/Explosion,16,Telecommunication,2,Chemical,30.0,Explosive
1253,6,Hostage Taking (Kidnapping),2,Government (General),6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1254,3,Bombing/Explosion,15,Religious Figures/Institutions,6,Explosives,12.0,Remote Trigger
1255,3,Bombing/Explosion,22,Violent Political Party,6,Explosives,14.0,Time Fuse
1256,3,Bombing/Explosion,2,Government (General),6,Explosives,13.0,Suicide (carried bodily by human being)
1257,1,Assassination,2,Government (General),6,Explosives,17.0,Other Explosive Type
1258,7,Facility/Infrastructure Attack,14,Private Citizens & Property,6,Explosives,16.0,Unknown Explosive Type
1259,2,Armed Assault,4,Military,6,Explosives,7.0,Grenade
1260,3,Bombing/Explosion,17,Terrorists/Non-State Militia,6,Explosives,12.0,Remote Trigger
1261,2,Armed Assault,3,Police,6,Explosives,10.0,Pressure Trigger
1262,2,Armed Assault,14,Private Citizens & Property,5,Firearms,6.0,Other Gun Type
1263,3,Bombing/Explosion,3,Police,8,Incendiary,20.0,Gasoline or Alcohol
1264,8,Unarmed Assault,15,Religious Figures/Institutions,9,Melee,22.0,"Hands, Feet, Fists"
1265,5,Hostage Taking (Barricade Incident),2,Government (General),6,Explosives,7.0,Grenade
1266,5,Hostage Taking (Barricade Incident),2,Government (General),8,Incendiary,18.0,Arson/Fire
1267,2,Armed Assault,6,Airports & Aircraft,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb
1268,3,Bombing/Explosion,2,Government (General),8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb
1269,4,Hijacking,6,Airports & Aircraft,6,Explosives,12.0,Remote Trigger
1270,3,Bombing/Explosion,14,Private Citizens & Property,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb
1271,3,Bombing/Explosion,1,Business,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb
1272,3,Bombing/Explosion,22,Violent Political Party,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb
1273,7,Facility/Infrastructure Attack,22,Violent Political Party,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb
1274,3,Bombing/Explosion,12,NGO,6,Explosives,14.0,Time Fuse
1275,3,Bombing/Explosion,10,Journalists & Media,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb
1276,3,Bombing/Explosion,2,Government (General),8,Incendiary,20.0,Gasoline or Alcohol
1277,6,Hostage Taking (Kidnapping),3,Police,6,Explosives,17.0,Other Explosive Type
1278,7,Facility/Infrastructure Attack,1,Business,9,Melee,22.0,"Hands, Feet, Fists"
1279,7,Facility/Infrastructure Attack,6,Airports & Aircraft,5,Firearms,5.0,Unknown Gun Type
